Name,Address,Phone
Animal Empire Veterinary Clinic,"71-08 Grand Avenue, Maspeth, NY",(347) 706-1474
Animal Empire Veterinary Clinic,"71-08 Grand Avenue, Maspeth, NY",(347) 706-1474
Hanger Clinic: Prosthetics & Orthotics,"210 East 86th Street, New York, NY",(212) 517-3546
"St. Marks Veterinary Hospital, A Thrive Pet Healthcare Partner","348 East 9th Street, New York, NY",(212) 477-2688
Whiteway Pet Shop,"950 Elizabeth Ave, Elizabeth, NJ",(908) 353-8610
Lucky Paws Pet Grooming,"109C Main Street, Port Washington, NY",(516) 883-8972
Pups Pet Grooming,"133 1/2 La France Avenue, Bloomfield, NJ",(973) 234-2345
Riverside Veterinary Clinic,"4151 Broadway, New York, undefined",
Terrace Animal Clinic,"501 Great Neck Road, Great Neck, NY",(516) 234-7905
Dan's Dog Walking and Pet Sitting,"54 Harbor Acres Road, Port Washington, NY 11050, Port Washington, NY",(516) 551-1613
In Home Pet Services Inc,"88 25 247th St, Bellerose, NY",(718) 347-7387
Yonkers Pet Sitting Services,"205 Putnam Avenue, Yonkers, NY",(914) 218-6396
Hounds Town Garden City,"839 Stewart Avenue, Garden City, NY",(516) 888-9708
Little Neck Veterinary Clinic,"248 25 Unit 2 East Northern Blve, Little Neck, undefined",
Hanger Clinic: Prosthetics & Orthotics,"818 Forest Avenue, Staten Island, NY",(718) 305-1006
Passport Health Englewood Travel Clinic,"401A South Van Brunt Street, Englewood, NJ",(201) 603-9996
Hanger Clinic: Prosthetics & Orthotics,"1776 Eastchester Road, Bronx, NY",(718) 892-1103
Kare by Q,"., Brooklyn, NY",(347) 934-4396
Delcela,"3605 29th Street, APT -B12, Astoria, NY 11106, USA, Queens, NY",(347) 547-9382
Dudley's Paw Inc,"327 Greenwich Street, New York, NY",(212) 966-5167
Cairo Dental P.C,"77-01 30th Ave, Queens, NY",(718) 728-7200
Long Life Acupuncture,"84-16 Jamaica Ave, Woodhaven, NY, 11421, Woodhaven, NY",(917) 671-8191
Quibus Paws Pet Boutique & Grooming Salon,"802 Pennington Street , Elizabeth, NJ",(908) 351-4622
Doral Health & Wellness Urgent Care,"43 Jamaica Ave, Brooklyn, NY",(718) 971-1144
Loyal Friend,"1440 Broadway,23Flr., New York, NY",(212) 470-7551
Happy Dog Place Inc,"1424 Utica Ave, Brooklyn, NY",(347) 240-1441
Acorn Petco,"11358 Flushing, New York, NY",(800) 318-9039
Fetch ... for cool pets!,"1400 Broadway, New York, NY",(212) 944-9494
Brooklyn Zoo & Aquarium Inc,"2377 Ralph Avenue, Brooklyn, NY",(718) 251-7389
Pulmonologist Brooklyn Care,"1797 Pitkin Ave Suite #3013, Brooklyn, NY",(929) 567-7454
Little Creatures,"575 Columbus Ave, New York, NY",(212) 799-4800
NY Tails,"318 E 80th St, APT 3W, New York, NY",(646) 289-1760
Little Creatures,"770 Amsterdam Ave, New York, NY",(212) 799-4800
Misty's Mission,"203 Lexington Avenue, Brooklyn, NY",(917) 474-2827
Happy Pets Broadway,"25-11 Broadway, Astoria, NY",(917) 983-0463
Main Street Pet Pals,"275 Main St, West Orange, NJ",(973) 325-8838
Pain Management NYC,"380 2nd Ave Suite 1004,, New York, NY",(212) 224-9555
Approved by Fritz LLC,"44th Dr. 2130 3M, Long Island City, NY",(917) 815-7521
Bond Vet - Upper East Side,"1049 3rd Avenue, New York, NY",(212) 945-8115
AnimalsAway.com Corp,"765 Amsterdam Avenue 15J, New York, NY",(646) 688-4948
Luxury Leash of Lower Manhattan,"321 E 22nd St, New York, NY",(212) 228-8418
Century Medical & Dental Center,"770 Flatbush Ave,, Brooklyn, NY",(347) 627-3988
Diamond Collar,"7101 13th Avenue, Brooklyn, NY",(718) 232-7387
Free Abortion Alternatives,"44 Court Street , suite 915, 9th floor, Brooklyn, NY",(718) 596-4300
Aquatic-Gems,"3405 Park Ave, Union City, NJ",(201) 584-8495
Dog Groomers In Brooklyn,"524 MacDonough St, Brooklyn, NY",(347) 913-9943
Century Medical & Dental Center,"200 Livingston Street,, Brooklyn, NY",(718) 522-3399
Training Dogs 101,"73-51 52nd Dr, Maspeth, NY",(718) 509-9669
Jersey City Dog Walking,"50 Columbus Drive, Jersey City, NJ",(732) 705-7729
Pampered Pets Inc,,(212) 772-2181
"Everybody's Home, Inc.",,(212) 614-3239
Bond Vet - East Village,"282 1st Avenue, New York, NY",(212) 961-6779
Two Dogs & A Goat Inc,"362 Broome Street, New York, NY",(888) 286-6475
Vein Care Center,"41 5th Ave, Ste 1ABV, New York, NY",(212) 242-8164
Skillman Pets,"4916 Skillman Ave, Woodside, NY",(718) 803-3635
Animal Paradise Talks,,(718) 949-7378
Fluffy Paws,"7401 3rd Ave, Brooklyn, NY",(718) 491-1399
Pooch Pals LLC,"245 8th Avenue, New York, NY",(646) 322-8844
Chelsea Kennel Club,"213 7th Avenue, New York, NY",(212) 837-1444
NYC Grooming Palace,"102-05 159th Avenue, Howard Beach, NY",(347) 848-1909
Pup Lush,"166 W 75th St, New York, NY",(212) 920-6222
Whiskers Holistic Petcare inc.,"N/A, New York, NY",(929) 367-4364
Puptopia,"417 East 70th St, New York, NY",(347) 829-7877
Jumping Bulldog Daycare & Boarding,"26-20 23rd Ave, Astoria, NY",(718) 606-0147
Caybes Decorating,"152 72nd Street, Brooklyn, NY",(917) 600-6083
Pebblesplaymates,"1450 Flatbush Ave, Brooklyn, NY",(347) 434-6214
Home Doggy,"105 Prospect Park West, Brooklyn, NY",(347) 581-2510
Smiles on Queen Dentistry,"301 W 20th St, New York, NY",(905) 533-2030
JC Dental & Implant Studio,"354 Grove Street, Unit 1B, Jersey City, NJ",(201) 654-0490
Good Dog Walking ,"692 Hart Street, Brooklyn, NY",(347) 471-1089
Century Medical & Dental Center NY,"770 Flatbush Ave,, Brooklyn, NY",(347) 627-3988
Pet Wants South Orange,"67 South Orance Ave, South Orange, NJ",(973) 762-4300
Harlem's Happy Hounds,"West th B, New York, NY",(917) 880-5843
New Image Groomers Inc,"686 Lafayette Avenue # 5C, Brooklyn, NY",(718) 858-1514
Bark and Walk,"1194 E 1st Ave apt 2a, New York, NY",(917) 242-3515
TameMe Pets,"Brooklyn Bridge, Brooklyn, NY",(487) 585-9628
Oriens Living,"36 W 44th St #1212, New York, NY",(212) 213-5785
NYC Pooch,"235 West 76th Street, New York, NY",(212) 874-6335
Mod Petlife,"4 Beacon Way, Jersey City, NJ",(646) 247-0159
CareCube,"260 Ocean Parkway #1j, Brooklyn, NY",(718) 484-7830
TAKA Dog Walk LLC,"845 Blvd East, Weehawken, NJ",(201) 377-0479
Central Park Paws,"92 W 55th St, New York City, NY",(646) 846-5076
Integrative Wellness,"26 Court Street, Brooklyn, NY",(718) 222-4888
Pawpointment.com,"712 Banner Ave, Brooklyn, NY",(888) 729-3929
Buster and Whiskers - Astoria NY Dog Walkers,"3044 34th St, Astoria, NY",(703) 309-0578
American Kennels,"798 Lexington Ave, New York, NY",(212) 750-5510
The Green Pup,"544-546 Union st, Brooklyn, NY",(347) 799-1812
Furry Friends Bed & Breakfast,,
Pain Physicians NY,"2279 Coney Island Ave, Ste 200,, Brooklyn, NY",(718) 998-9890
Marc Bystock Acupuncture,"280 Madison Avenue, 905A, New York, NY",(212) 696-4326
Puppy Parade,,(347) 965-2984
Halsey Family Health Nurse Practitioner Services,"1086 Broadway suite 3-5, Brooklyn, NY",(718) 602-2086
Companion Caterers,"2277 Homecrest Ave. Apt. 5E Brooklyn, New York, NY",(215) 322-2117
Prancing Pups NYC,"400 63rd Street,, New York, NY",(646) 783-9834
Acupuncturist NYC,"17507 89th Avenue, Jamaica, NY",(917) 933-3326
bowzy inc.,,(718) 915-2553
MedRite Urgent Care,"504 Myrtle Avenue, Brooklyn, NY",(718) 400-9633
"K9 to 5, LLC","Jefferson Street, Hoboken, NJ",(908) 477-7078
Passport Health Mount Vernon Travel Clinic,"6 Gramatan Avenue, Mount Vernon, NY",(914) 217-1999
New York Avenue Dental,"3703 New York Avenue, Union City, NJ",(201) 305-8800
Preferred Pet Care Inc,"233 Rutgers Street, Maplewood, NJ",(973) 762-7007
A B C's of Dog Training LLC,"7705 21st Avenue, Flushing, NY",(718) 606-1916
Bariatric Surgery,"98-69 queens blvd,, Forest Hills, NY",(646) 604-4890
Jersey GYN,"271 Newark Ave, Jersey City, NJ",(201) 332-2002
NYC Dog Walkers by Manhattan Pawalkers,"165 Manhattan Ave. No 1F, New York, NY",(917) 442-8577
Confident K9 Education,"8001 17th Ave, Brooklyn, NY",(347) 312-2856
Luxury Kittens Scottish Fold,"Service Area, Brooklyn, NY",(917) 722-4535
Pain Management Doctor Petrychenko,"Serving, New York, NY",(646) 647-8529
Dulce,"91 E 116th Street, New York, NY",(347) 313-8295
Harlem Doggie Day Spa,"734 St. Nicholas Ave, New York, NY",(646) 386-7789
Tyril Frith Canine Academy,"1608 207th St, Cambria Heights, NY",(347) 475-5689
Keto Weight Loss Plus,"United States, New York, NY",(784) 551-5125
NYCS TOP DOG INC.,"2515 Newbold Avenue, Bronx, NY",(347) 691-3282
Passport Health Carle Place Travel Clinic,"1 Old Country Road, Carle Place, NY",(516) 226-2126
Buddy Rhodes Presents,,
Wag-4-Life,,(855) 780-2199
Walking Adventures,,(347) 605-4446
LIC Dental Associates,"50-02 5th Street, Long Island City, NY",(718) 530-6539
Fetch Pet Care,"15 South 22nd St., Kenilworth, NJ",(908) 967-4892
"Robert Graffeo, DDS","411 1st Street, Hoboken, NJ",(201) 683-3531
Hanger Clinic: Prosthetics & Orthotics,"556 Merrick Road, Rockville Center, NY",(516) 678-3650
Acupuncture Remedies,"201 East 56th Street, New York, NY",(212) 991-8680
"Phillip Romanski, M.D.","110 East 60th Street, New York, NY",(646) 502-5450
"Tomer Singer, M.D.","110 East 60th Street, New York, NY",(646) 502-5450
Bonafide Acupuncture & Herbs,"36 Plaza Street East, Brooklyn, NY",(702) 907-7171
Shady Grove Fertility in Uptown Manhattan,"110 East 60th Street, New York, NY",(646) 502-5450
"Shady Grove Fertility in Brooklyn, NY","41 Flatbush Avenue, Brooklyn, NY",(929) 419-5123
Crystal Run Healthcare New York,"150 East 71st Street, New York, NY",(212) 249-5707
"NY Spine Medicine, Schottenstein Pain & Neurology","18 East 48th Street, New York, NY",(212) 750-1155
"Anate Brauer, M.D.","110 East 60th Street, New York, NY",(646) 502-5450
Allied Pediatrics of Cobble Hill,"300 Court Street, Brooklyn, NY",(347) 763-0084
Ardor Laser and Skincare,"401 East 55th Street, New York, NY",(917) 444-1097
"Robert Setton, M.D.","41 Flatbush Avenue, Brooklyn, NY",(646) 502-5450
Robin & Helayne Aesthetics,"850 Park Avenue, New York, NY",(212) 744-5746
Manhattan Orthopedic Spine PLLC,"215 East 77th Street, New York, NY",(212) 717-7463
Vanguard Medical Group,"127 Montgomery Street, Jersey City, NJ",(201) 431-7200
Pets R Us,"50 Jefferson St, Newark, NJ",(973) 344-0990
Mobile Mutts,"257 3rd Avenue, Brooklyn, NY",(718) 722-9336
WW (Weight Watchers),"64 West 48th Street, New York, NY",(800) 651-6000
WW (Weight Watchers),"14 West 23rd Street, New York, NY",(800) 651-6000
WW (Weight Watchers),"139 East 57th Street, New York, NY",(800) 651-6000
WW (Weight Watchers),"65 Broadway, New York, NY",(800) 651-6000
WW (Weight Watchers),"102-02 Queens Boulevard, Forest Hills, NY",(800) 651-6000
WW (Weight Watchers),"3537 36th Street, Astoria, NY",(800) 651-6000
The Barrie Inn,"910 Railroad Avenue, Woodmere, NY",(516) 569-1555
WW (Weight Watchers),"2109 Broadway, New York, NY",(800) 651-6000
Stem Cell Pain Treatment and PRP Injections,"12 Nicole Loop, http://stemcellandprpinjections.com, Staten Island, NY",(347) 434-9665
Bonafide Acupuncture & Herbs,"9711 3rd Avenue, Brooklyn, NY",(702) 907-7171
"Pawsitive Pet Training, LLC.","5-18 Canger Pl., Fair Lawn, NJ",(646) 361-9837
Pawsitive Vibes,"Serving Area, Staten Island, NY",(877) 928-3729
Essen Health Care - South Bronx Medical Office,"2742 3rd Avenue, Bronx, NY",(718) 583-7736
Sea Breeze Auto & Tire Clinic,"342 Broad Street, Bloomfield, NJ",(973) 913-4288
Wellcare Pediatrics,"1720 Francis Lewis Boulevard, Whitestone, NY",(718) 939-4379
Island Pediatric Associates,"114-12 Beach Channel Drive, Rockaway Park, NY",(718) 474-3375
Magic Paws,"742 Kearny Avenue, Kearny, AZ",(201) 998-0327
MultiPet,"55 Madison Circle Drive, East Rutherford, NJ",(201) 438-6600
Children's Medical Group Bayside,"26-11 Corporal Kennedy Street, Flushing, NY",(718) 224-6000
WW (Weight Watchers),"352 Flatbush Avenue, Brooklyn, NY",(800) 651-6000
WW (Weight Watchers),"6626 Metropolitan Avenue, Middle Village, NY",(800) 651-6000
WW (Weight Watchers),"210 East 86th Street, New York, NY",(800) 651-6000
Fur Friends Inc,"84 Lockman Avenue, Staten Island, NY",(718) 877-3588
WW (Weight Watchers),"938 Kings Highway, Brooklyn, NY",(800) 651-6000
Wag 'N Wash,"150 Park Avenue, East Rutherford, NJ",(201) 729-1555
Tammy's Pampered Pups LLC,"328 Harrison Avenue, Hasbrouck Heights, NJ",(201) 803-7138
WW (Weight Watchers),"7516 5th Avenue, Brooklyn, NY",(800) 651-6000
Essen Health Care - Parkchester Medical Office,"1381 White Plains Road, Bronx, NY",(718) 583-7736
"Chaula Patel, MD","1560 Grand Concourse, Bronx, NY",(718) 733-6369
Richmond University Medical Center,"355 Bard Avenue, Staten Island, NY",(718) 818-1234
Pawprints of Yonkers Corp.,"Bronx, Bronx, NY",(914) 563-2089
Myrtle Pet,"642 Myrtle Avenue, Brooklyn, NY",(718) 783-6298
Pet Central,"245 West 23RD ST, New York, NY",(646) 486-1662
Pet Necessities,"236 East 75TH ST, New York, NY",(646) 490-4634
Smith Pet Food,"118 Smith Street, Brooklyn, NY",(718) 625-9300
Richmond University Medical Center - Breast and Women's Center,"1161 Victory Boulevard, Staten Island, NY",(718) 818-1161
Richmond Health Network,"1161 Victory Boulevard, Staten Island, NY",(718) 818-1162
Pet Remedies,"91 Lexington Avenue, New York, NY",(212) 722-1810
Pet Violeta,"300 1st Avenue Apartment 11c, New York, NY",(212) 674-0224
Brooklyn Pet Gear,"313 5th Avenue Floor 3, New York, NY",(718) 785-9405
Dekalb Pet Supply Corporation,"435 Dekalb Avenue, Brooklyn, NY",(718) 484-0330
Bow-Wow Pet Products,"347 5th Avenue Room 506, New York, NY",(212) 779-1140
Sporn Pet Products,"455 West 56th Street Apartment 1, New York, NY",(212) 501-8388
Pet Boutique & Supply,"320 5th Avenue, Brooklyn, NY",(718) 832-7600
Pete's Pet Supplies,"9603 Glenwood Road, Brooklyn, NY",(718) 257-1776
Rainbow Pet Supplies,"3940 58th Street, Woodside, NY",(718) 426-0222
Pet Store,"4611 Church Avenue, Brooklyn, NY",(347) 985-1410
Pet Delight,"756 3rd Avenue, Brooklyn, NY",(718) 788-7970
Love Thy Pet,"164 Union ST, Brooklyn, NY",(718) 596-2399
The Pet Bar,"132 Thompson Street Front B, New York, NY",(212) 253-9250
Natural Pet Health,"1001 Broadway, New York, NY",(609) 456-9865
Ark Pet,"595 10th Avenue Front 1, New York, NY",(212) 564-3030
Evermore Pet Food,"259 Van Brunt Street Apartment 4, Brooklyn, NY",(718) 596-6788
Dees Pet Food,"716 Classon Avenue, Brooklyn, NY",(718) 230-4520
The Puppy Parlor,,(718) 709-1070
Bh Pet Gear LLC,"254 36th Street Unit 23, Brooklyn, NY",(212) 380-8284
Pet Foods Plus,"495 KINGS Highway, Brooklyn, NY",(718) 375-1110
Zip Pet,"7313 Ditmars Blvd, East Elmhurst, NY",(347) 688-3733
DEE'S PET FOOD,"489 Prospect Pl, Brooklyn, NY",(718) 230-4520
Pet Monarchy Ltd,"300 E 95th Street, New York, NY",(212) 470-9864
PET TAXI COMPANY,,(212) 999-6255
Pet Central Seventh Avenue Corporation,"29 7th Avenue South, New York, NY",(212) 243-3261
Trixies Pet Food And Suppliesinc,"575 Flatbush Avenue, Brooklyn, NY",(718) 282-4499
The Natural Pet,"238 3rd Avenue, New York, NY",(212) 228-4848
Nyc Pet Com Inc,"300 Graham Avenue, Brooklyn, NY",(718) 387-4700
Nyc Pet Com Inc,"385 7th Avenue, Brooklyn, NY",(718) 768-3954
Pet Island Two Incorporated,"363 Grand Street, New York, NY",(212) 260-4400
Nyc Pet Com Inc,"317 Knickerbocker Avenue A, Brooklyn, NY",(347) 770-8688
Pet Health Store,"440 Amsterdam Avenue, New York, NY",(212) 595-4200
Creative Pet Group LLC,"1407 Broadway Room 1411, New York, NY",(212) 575-6556
Cameo Pet Shop,"11523 Jamaica Avenue, Richmond Hill, NY",(718) 849-6678
Angelo's Pet Inc,"599 Manhattan Avenue, Brooklyn, NY",(718) 383-3603
Proguard Pet Products,"2082 Flatbush Avenue, Brooklyn, NY",(718) 253-7206
Pet Angel,"142 W 70th Street,  # 3R, New York, NY",(212) 875-0734
"Montana Pet, Inc","3150 Steinway Street, Astoria, NY",(718) 545-7387
Pet Spa,"8216 31st Avenue Floor 1, East Elmhurst, NY",(718) 424-8901
Brooklyn Tails Pet Food,"760 Washington Avenue, Brooklyn, NY",(718) 552-2001
Puptown Nyc Pet Store Lexington Nyc Ny-Pet Supply Nyc,"782 Lexington Avenue, New York, NY",(212) 797-0224
Farmina Pet Foods Usa,"350 5th Avenue Floor 59, New York, NY",(212) 601-2822
Twilight Distribution Pet Division Inc,"1363 54th Street, Brooklyn, NY",(718) 851-9690
Spoil A Pet,"18 South Oxford Street, Brooklyn, NY",(718) 858-7345
Broadway Pet & Pigeon Supplies Inc,"1622a Broadway, Brooklyn, NY",(718) 443-3500
Furry Land Pet Supplies Inc,"195 Avenue A, New York, NY",(212) 260-0981
H And A Pet Shop,"246 Graham Avenue, Brooklyn, NY",(718) 218-8047
Dees Pet Food,"489 Prospect Place, Brooklyn, NY",(718) 230-4520
Sterlings Pet Supplies,"8119 Lefferts Boulevard, Jamaica, NY",(718) 849-2220
Maspeth Pet Shop,"7111 Grand Avenue, Flushing, NY",(718) 429-9443
Legend Pet Food & Supplies,"575 Ocean Avenue Apartment 3d, Brooklyn, NY",
Aqua Star Pet Shop,"172 Mulberry Street, New York, NY",(212) 431-4311
Greenland Pet Shop Inc,"33 West End Avenue, New York, NY",(212) 956-9600
WW (Weight Watchers),"21027 26th Avenue, Bayside, NY",(800) 651-6000
Pete's Pet Care,"222 East 93rd Street, New York, NY",(212) 876-2169
Fidelis Pet Group LLC,"105 9th Street, Hoboken, NJ",(201) 653-4644
Happy Feet Pet Shop Inc,"754 10th Avenue Front 1, New York, NY",(212) 757-8400
C Jungle Pet Store,"247 New Lots Avenue, Brooklyn, NY",(718) 649-2536
Club Pet Nyc Inc,"76 Dikeman Street, Brooklyn, NY",(212) 873-3546
A Down Town Pet,"255 West 10th Street, New York, NY",(212) 647-0634
"Exclusive Pet Services, Inc","106 Ridge Street, New York, NY",(212) 253-6500
Mama's & Papa's Pet Shop,"4512 Parsons Boulevard, Flushing, NY",(718) 353-8698
Le Pet Spa,"300 RECTOR Place, New York, NY",(212) 786-9070
Sonia's Pet Grooming,"471 7TH Avenue, Brooklyn, NY",(718) 499-4040
Chef Andriu Natural Pet Foods,"219 West 81st Street, New York, NY",(212) 769-4476
Petletariat Pet Services LLC,"2011 Newkirk Avenue Apartment 9b, Brooklyn, NY",(718) 790-9533
